Date,Product_ID,Product_Name,Store_ID,Category,Units_Sold,Selling_Price,Discount,Promotion,Holiday_Indicator,Temperature,Day_of_Week,Month,Year,Previous_Sales,Sales
2024-09-17,1062,Product_14,3,Grocery,152,271.5,35.0,No,No,8.7,1,9,2024,71,26824.2
2022-08-05,1031,Product_12,9,Electronics,171,96.15,14.5,No,No,2.1,4,8,2022,157,14057.61
2024-10-13,1034,Product_11,9,Home,58,250.17,6.7,No,No,12.8,6,10,2024,76,13537.7
2022-06-05,1060,Product_12,2,Home,348,80.47,16.0,Yes,No,39.1,6,6,2022,302,23522.99
2022-09-20,1057,Product_34,7,Home,108,84.98,31.4,Yes,No,3.1,1,9,2022,38,6296.0
2024-05-31,1058,Product_25,10,Toys,81,308.05,23.7,No,No,9.3,4,5,2024,150,19038.41
2025-04-05,1038,Product_26,14,Electronics,157,135.57,4.0,Yes,No,27.6,5,4,2025,169,20433.11
2022-09-13,1040,Product_29,12,Clothing,308,90.32,21.5,No,No,17.9,1,9,2022,327,21837.57
2023-03-26,1001,Product_44,2,Grocery,418,465.24,18.7,Yes,No,-3.0,6,3,2023,253,158104.37
2025-10-19,1060,Product_51,4,Toys,68,26.29,13.1,No,No,2.3,6,10,2025,104,1553.53
2026-01-24,1057,Product_32,7,Clothing,221,284.75,4.4,Yes,No,37.1,5,1,2026,237,60160.84
2024-05-21,1093,Product_38,3,Electronics,263,276.39,39.2,No,No,-0.4,1,5,2024,234,44195.87
2023-11-02,1050,Product_44,8,Home,159,129.05,7.0,No,No,23.6,3,11,2023,183,19082.62
2023-06-05,1046,Product_41,1,Electronics,316,229.12,7.7,Yes,No,30.7,0,6,2023,271,66826.97
2024-07-07,1006,Product_8,2,Grocery,221,48.43,5.8,Yes,No,6.9,6,7,2024,169,10082.25
2024-06-05,1019,Product_58,1,Home,194,362.03,22.8,No,Yes,27.6,2,6,2024,173,54220.51
2023-03-19,1033,Product_10,5,Clothing,324,114.74,17.7,No,No,2.6,6,3,2023,393,30595.65
2022-02-04,1037,Product_25,11,Home,128,100.73,10.0,No,No,7.8,4,2,2022,133,11604.1
2022-08-16,1036,Product_39,3,Clothing,132,160.86,17.2,No,No,9.0,1,8,2022,171,17581.35
2025-12-08,1039,Product_24,14,Toys,69,451.67,26.9,No,No,39.8,0,12,2025,78,22781.78
2023-09-20,1076,Product_15,4,Clothing,449,399.25,11.3,Yes,Yes,4.7,2,9,2023,352,159006.5
2023-12-25,1013,Product_55,1,Electronics,370,473.71,36.6,No,No,0.8,0,12,2023,356,111122.89
2023-12-02,1033,Product_5,5,Electronics,318,327.72,12.3,No,No,36.7,5,12,2023,342,91396.52
2025-03-20,1016,Product_15,11,Home,99,333.15,7.9,Yes,No,2.3,3,3,2025,92,30376.28
2022-04-08,1030,Product_59,2,Electronics,294,242.62,38.2,No,No,34.6,4,4,2022,231,44082.11
2022-05-05,1068,Product_44,2,Grocery,169,453.07,32.4,No,No,24.3,3,5,2022,153,51760.53
2023-02-18,1004,Product_6,12,Electronics,409,257.88,13.7,Yes,No,21.0,5,2,2023,384,91023.13
2023-12-31,1033,Product_45,9,Grocery,435,180.75,33.7,Yes,Yes,28.8,6,12,2023,175,52129.2
2024-10-03,1002,Product_58,5,Clothing,228,321.99,20.8,Yes,No,27.7,3,10,2024,213,58143.67
2024-01-07,1095,Product_6,11,Electronics,243,275.34,13.9,Yes,No,-0.0,6,1,2024,232,57607.46
2023-10-24,1072,Product_25,12,Clothing,422,66.39,33.6,Yes,No,40.0,1,10,2023,382,18603.01
2025-11-07,1024,Product_28,6,Toys,269,199.4,30.1,No,No,37.4,4,11,2025,354,37493.38
2022-08-30,1019,Product_8,8,Electronics,642,160.1,11.9,Yes,Yes,35.3,1,8,2022,411,90552.88
2024-05-07,1009,Product_12,1,Electronics,183,424.18,24.3,No,No,23.0,1,5,2024,219,58762.08
2024-03-24,1047,Product_11,5,Grocery,710,192.53,14.8,No,Yes,18.5,6,3,2024,411,116465.25
2023-12-12,1075,Product_11,9,Toys,230,411.67,0.0,No,No,19.1,1,12,2023,436,94684.1
2025-04-26,1058,Product_24,3,Clothing,290,223.98,38.5,No,No,-4.3,5,4,2025,266,39946.83
2023-02-05,1088,Product_28,14,Home,543,377.98,22.0,Yes,Yes,17.5,6,2,2023,343,160089.65
2025-12-01,1034,Product_15,14,Electronics,601,71.96,23.9,Yes,No,23.1,0,12,2025,455,32911.7
2023-05-13,1027,Product_18,4,Home,466,462.7,24.0,Yes,No,24.6,5,5,2023,420,163869.83
2024-03-28,1047,Product_12,6,Electronics,95,242.88,22.0,No,No,9.9,3,3,2024,145,17997.41
2024-02-21,1020,Product_47,3,Home,291,133.6,11.6,No,No,16.2,2,2,2024,361,34367.8
2025-06-28,1097,Product_13,8,Electronics,277,124.54,38.9,No,No,23.6,5,6,2025,228,21078.02
2023-10-21,1018,Product_54,2,Toys,81,136.21,24.9,No,No,14.3,5,10,2023,82,8285.79
2023-03-03,1047,Product_32,6,Grocery,211,186.53,26.8,No,No,38.3,4,3,2023,192,28809.93
2022-02-02,1052,Product_48,8,Electronics,575,360.17,18.2,Yes,No,26.7,2,2,2022,489,169405.96
2023-06-30,1005,Product_38,9,Grocery,484,475.05,11.5,No,No,-4.9,4,6,2023,479,203482.92
2025-05-24,1046,Product_16,9,Electronics,414,336.17,2.6,Yes,No,-4.0,5,5,2025,395,135555.85
2022-01-15,1045,Product_36,4,Electronics,456,275.85,14.0,No,No,26.1,5,1,2022,495,108177.34
2025-09-06,1025,Product_17,12,Clothing,233,227.06,7.0,No,No,13.6,5,9,2025,290,49201.63
2024-03-25,1012,Product_7,10,Grocery,629,414.96,26.5,Yes,No,32.8,0,3,2024,381,191842.23
2022-07-30,1004,Product_16,11,Grocery,195,425.58,35.2,No,Yes,2.8,5,7,2022,90,53776.29
2023-03-30,1000,Product_17,7,Toys,125,150.05,12.1,No,No,-4.4,3,3,2023,156,16486.74
2024-04-11,1048,Product_8,13,Electronics,96,476.94,13.3,Yes,No,12.5,3,4,2024,94,39696.67
2023-04-19,1008,Product_2,6,Grocery,687,200.58,26.8,No,No,28.1,2,4,2023,469,100868.47
2022-06-12,1095,Product_56,12,Electronics,238,401.04,6.0,No,No,38.7,6,6,2022,311,89720.67
2024-09-25,1024,Product_31,3,Clothing,514,483.58,37.2,Yes,No,34.8,2,9,2024,466,156095.76
2024-10-05,1065,Product_24,4,Grocery,340,353.31,14.6,Yes,No,16.8,5,10,2024,213,102587.09
2022-06-28,1067,Product_55,8,Electronics,264,84.97,4.0,Yes,No,31.6,1,6,2022,207,21534.8
2023-02-26,1049,Product_14,8,Electronics,386,295.14,7.0,Yes,No,-1.8,6,2,2023,341,105949.36
2023-01-01,1088,Product_24,11,Toys,252,63.79,37.3,No,No,20.8,6,1,2023,288,10079.08
2024-09-16,1011,Product_50,5,Electronics,127,395.63,9.9,No,No,36.6,0,9,2024,192,45270.75
2024-12-31,1023,Product_38,13,Home,213,144.25,26.5,No,No,12.8,1,12,2024,165,22583.06
2024-12-26,1025,Product_24,5,Toys,153,349.13,6.2,No,No,38.2,3,12,2024,261,50105.04
2025-11-09,1013,Product_16,8,Clothing,58,455.49,7.8,No,No,4.9,6,11,2025,47,24357.78
2025-02-26,1029,Product_3,14,Grocery,110,94.6,35.2,No,No,-0.2,2,2,2025,102,6743.09
2023-04-27,1031,Product_6,8,Home,47,199.46,5.9,No,No,18.6,3,4,2023,31,8821.52
2022-06-11,1076,Product_10,10,Toys,58,325.32,0.8,Yes,No,35.8,5,6,2022,86,18717.61
2024-07-10,1030,Product_47,13,Electronics,135,212.73,20.0,No,No,9.0,2,7,2024,107,22974.84
2025-10-06,1087,Product_38,14,Toys,64,91.54,34.5,No,No,31.0,0,10,2025,47,3837.36
2026-01-02,1077,Product_26,7,Toys,52,19.39,13.0,No,No,2.6,4,1,2026,37,877.2
2022-12-12,1090,Product_47,6,Electronics,335,206.27,5.1,No,No,28.6,0,12,2022,411,65576.33
2022-12-21,1010,Product_10,3,Electronics,213,326.36,39.3,Yes,Yes,20.1,2,12,2022,99,42195.41
2022-02-26,1098,Product_13,8,Home,270,289.12,27.1,No,No,2.9,5,2,2022,282,56907.49
2022-07-31,1061,Product_24,13,Electronics,137,82.34,34.0,Yes,No,27.3,6,7,2022,58,7445.18
2024-04-12,1098,Product_55,7,Home,488,228.09,30.1,No,No,27.1,4,4,2024,474,77804.24
2024-03-31,1035,Product_37,5,Electronics,156,187.89,27.9,No,No,18.2,6,3,2024,127,21133.12
2023-07-11,1095,Product_51,2,Home,311,140.73,15.4,No,No,5.1,1,7,2023,377,37026.91
2023-04-10,1058,Product_15,6,Grocery,366,365.99,13.0,No,No,1.0,0,4,2023,324,116538.54
2025-05-29,1007,Product_51,4,Electronics,842,158.28,28.7,Yes,Yes,38.1,3,5,2025,386,95022.76
2023-11-22,1041,Product_5,14,Electronics,379,272.37,28.7,No,No,24.5,2,11,2023,318,73601.73
2025-04-27,1013,Product_14,8,Electronics,202,462.0,38.0,No,No,31.4,6,4,2025,259,57860.88
2025-12-15,1094,Product_31,2,Clothing,463,271.94,22.7,No,Yes,26.4,0,12,2025,388,97327.05
2023-04-21,1030,Product_3,1,Electronics,488,310.43,11.8,Yes,No,32.3,4,4,2023,409,133614.04
2022-11-01,1022,Product_51,12,Toys,185,41.26,19.6,Yes,No,2.3,1,11,2022,196,6137.01
2025-11-30,1055,Product_52,14,Home,442,93.18,24.5,No,No,17.4,6,11,2025,471,31095.1
2024-08-10,1042,Product_32,11,Grocery,588,54.97,17.1,No,No,25.0,5,8,2024,493,26795.24
2023-03-13,1009,Product_19,2,Toys,384,383.58,31.6,No,Yes,-0.3,0,3,2023,363,100749.59
2024-07-21,1081,Product_6,2,Home,393,418.78,23.4,No,No,1.7,6,7,2024,465,126068.69
2024-02-12,1084,Product_37,3,Home,89,97.3,0.4,No,No,23.5,0,2,2024,61,8625.06
2025-09-20,1074,Product_32,11,Electronics,408,113.54,22.8,No,Yes,34.1,5,9,2025,274,35762.38
2023-01-19,1061,Product_45,11,Home,375,164.99,25.3,Yes,No,24.7,3,1,2023,328,46217.82
2026-01-27,1040,Product_36,12,Clothing,458,297.58,36.6,No,No,-3.4,1,1,2026,464,86408.9
2025-11-05,1054,Product_8,2,Toys,28,312.79,16.5,No,No,38.7,2,11,2025,69,7313.03
2022-09-29,1052,Product_8,3,Clothing,408,344.94,23.0,Yes,No,1.3,3,9,2022,404,108366.35
2022-09-04,1016,Product_47,13,Home,39,453.07,19.0,Yes,No,5.5,6,9,2022,47,14312.48
2024-03-10,1008,Product_10,14,Grocery,311,151.04,21.3,No,No,38.9,6,3,2024,185,36968.1
2022-03-09,1025,Product_56,11,Electronics,484,331.09,2.7,Yes,Yes,29.7,2,3,2022,349,155920.88
2023-03-25,1045,Product_7,2,Electronics,123,282.06,35.9,No,No,37.1,5,3,2023,152,22238.46
2023-10-15,1016,Product_43,1,Toys,398,156.39,36.4,Yes,No,31.3,6,10,2023,419,39586.69
2025-12-25,1010,Product_58,1,Home,526,454.17,21.9,Yes,No,24.3,3,12,2025,465,186575.76
2026-01-28,1085,Product_27,10,Grocery,211,52.26,22.3,Yes,No,7.8,2,1,2026,87,8567.87
2022-08-16,1037,Product_4,12,Home,150,357.44,2.3,No,No,9.7,1,8,2022,136,52382.83
2025-08-30,1058,Product_52,9,Electronics,89,365.3,23.9,No,No,37.6,5,8,2025,46,24741.4
2022-05-17,1052,Product_12,4,Electronics,333,458.09,17.2,No,No,33.7,1,5,2022,357,126306.41
2025-01-27,1073,Product_32,11,Clothing,467,261.7,28.4,Yes,No,11.2,0,1,2025,444,87505.15
2025-06-22,1073,Product_59,1,Home,273,164.2,1.9,No,No,11.8,6,6,2025,304,43974.89
2025-08-29,1029,Product_44,12,Toys,49,414.73,28.4,No,No,8.4,4,8,2025,74,14550.39
2022-12-02,1084,Product_3,13,Home,70,386.55,11.5,No,No,9.7,4,12,2022,95,23946.77
2025-09-02,1037,Product_49,11,Grocery,63,252.66,26.1,No,Yes,33.7,1,9,2025,27,11763.09
2022-06-23,1083,Product_10,13,Toys,215,385.09,25.1,No,Yes,-4.5,3,6,2022,250,62012.97
2024-02-18,1040,Product_45,9,Clothing,274,137.6,9.1,No,No,14.6,6,2,2024,363,34271.48
2023-12-06,1011,Product_37,7,Toys,59,296.81,17.6,No,No,37.4,2,12,2023,83,14429.71
2023-04-19,1076,Product_17,5,Electronics,467,433.27,33.4,No,No,19.4,2,4,2023,425,134756.5
2022-02-03,1003,Product_25,13,Electronics,183,162.4,24.2,Yes,No,15.3,3,2,2022,133,22527.15
2025-03-04,1077,Product_7,10,Electronics,201,244.36,2.7,No,No,9.1,1,3,2025,262,47790.22
2023-05-19,1004,Product_59,3,Toys,189,475.77,17.7,No,No,-1.7,4,5,2023,337,74004.6
2024-09-19,1020,Product_15,14,Electronics,315,400.11,12.5,Yes,No,5.1,3,9,2024,274,110280.32
2023-09-08,1060,Product_19,1,Toys,170,444.08,25.7,No,No,-0.9,4,9,2023,244,56091.74
2023-07-15,1094,Product_30,9,Home,167,195.7,24.6,No,No,0.7,5,7,2023,175,24642.15
2025-08-22,1040,Product_40,3,Electronics,204,498.27,0.4,Yes,No,2.4,4,8,2025,220,101240.49
2022-05-22,1012,Product_30,10,Toys,160,80.52,24.3,No,Yes,8.6,6,5,2022,126,9752.58
2025-01-09,1023,Product_30,6,Electronics,210,261.79,29.4,No,No,-4.5,3,1,2025,154,38812.99
2025-01-25,1089,Product_35,7,Electronics,389,242.24,30.7,No,No,37.8,5,1,2025,380,65302.33
2023-07-24,1072,Product_51,10,Clothing,305,400.22,2.4,No,No,0.6,0,7,2023,442,119137.49
2023-01-29,1010,Product_24,11,Grocery,488,454.77,12.1,No,No,12.2,6,1,2023,426,195074.5
2022-01-08,1038,Product_50,6,Grocery,183,366.91,16.9,No,No,34.6,5,1,2022,172,55797.1
2025-11-06,1026,Product_47,14,Electronics,152,315.27,7.2,No,No,-0.2,3,11,2025,167,44470.73
2025-11-22,1017,Product_57,7,Home,89,216.58,16.8,Yes,Yes,16.8,5,11,2025,38,16037.32
2022-12-28,1084,Product_54,3,Electronics,105,257.61,2.8,No,No,33.0,2,12,2022,144,26291.68
2022-02-17,1061,Product_48,1,Grocery,450,257.1,4.5,No,Yes,20.1,3,2,2022,296,110488.72
2022-07-04,1017,Product_15,3,Clothing,152,15.08,26.7,No,No,4.5,0,7,2022,141,1680.15
2022-04-12,1065,Product_46,10,Clothing,367,254.01,10.5,Yes,No,28.1,1,4,2022,369,83433.39
2025-05-31,1041,Product_44,8,Home,11,428.71,28.5,Yes,No,25.7,5,5,2025,34,3371.8
2025-08-30,1006,Product_18,5,Grocery,218,356.09,1.9,No,No,11.3,5,8,2025,211,76152.7
2022-08-18,1044,Product_41,7,Home,293,398.88,22.5,Yes,Yes,-2.9,3,8,2022,147,90575.68
2025-01-25,1018,Product_15,12,Home,274,198.29,15.7,No,No,-4.6,5,1,2025,252,45801.42
2022-09-26,1024,Product_31,9,Grocery,92,266.84,31.9,No,No,32.1,0,9,2022,22,16718.06
2023-07-05,1087,Product_48,1,Grocery,398,21.57,31.4,No,Yes,9.5,2,7,2023,215,5889.21
2024-06-18,1071,Product_12,1,Clothing,410,194.58,15.0,Yes,No,1.2,1,6,2024,396,67811.13
2024-12-15,1013,Product_20,7,Clothing,361,239.84,24.9,No,No,18.3,6,12,2024,429,65023.26
2025-08-04,1085,Product_47,6,Electronics,147,131.33,9.1,No,No,36.4,0,8,2025,135,17548.71
2022-03-09,1057,Product_27,12,Clothing,195,20.46,23.2,No,No,-4.6,2,3,2022,220,3064.09
2022-10-22,1087,Product_57,9,Electronics,256,346.75,3.3,No,No,-2.5,5,10,2022,348,85838.66
2023-02-25,1074,Product_1,11,Clothing,195,220.37,17.4,No,No,13.8,5,2,2023,237,35495.0
2023-04-11,1033,Product_43,9,Toys,184,210.76,7.3,No,No,25.4,1,4,2023,276,35948.91
2026-02-06,1053,Product_49,5,Clothing,192,128.74,35.3,No,No,16.4,4,2,2026,177,15992.6
2025-03-12,1053,Product_55,10,Home,380,271.23,17.8,No,No,35.4,2,3,2025,420,84721.4
2023-04-26,1071,Product_10,9,Grocery,412,221.82,23.6,No,No,-3.0,2,4,2023,319,69821.84
2025-12-28,1024,Product_59,11,Toys,442,239.62,14.4,No,Yes,10.3,6,12,2025,480,90660.71
2024-01-19,1033,Product_24,3,Toys,254,292.53,11.5,No,No,10.8,4,1,2024,392,65757.82
2024-01-22,1024,Product_21,9,Toys,130,8.13,8.1,No,No,10.3,0,1,2024,189,971.29
2023-10-13,1029,Product_21,4,Home,172,454.31,36.5,No,No,16.9,4,10,2023,170,49619.74
2022-08-04,1016,Product_38,12,Home,128,40.19,32.0,No,No,30.6,3,8,2022,53,3498.14
2025-11-02,1003,Product_39,12,Clothing,296,228.21,5.3,Yes,No,9.3,6,11,2025,315,63970.0
2022-01-21,1094,Product_28,9,Toys,360,107.65,29.9,Yes,No,28.5,4,1,2022,377,27166.55
2022-09-19,1007,Product_5,14,Toys,129,264.27,16.7,No,No,1.6,0,9,2022,183,28397.66
2022-12-11,1088,Product_59,8,Clothing,29,143.71,0.6,No,No,20.2,6,12,2022,20,4142.58
2023-02-23,1000,Product_14,1,Electronics,386,430.7,21.1,No,No,11.9,3,2,2023,414,131171.41
2022-07-17,1077,Product_6,9,Electronics,122,201.2,5.2,No,No,19.3,6,7,2022,119,23269.99
2022-01-27,1032,Product_36,11,Grocery,433,321.18,8.4,No,Yes,-0.2,3,1,2022,295,127388.98
2024-10-13,1051,Product_25,2,Electronics,63,128.2,27.8,No,No,37.9,6,10,2024,36,5831.31
2025-12-24,1028,Product_37,2,Grocery,64,14.61,10.3,No,No,35.8,2,12,2025,40,838.73
2022-07-02,1049,Product_52,4,Electronics,631,205.06,35.7,Yes,No,32.2,5,7,2022,450,83199.61
2023-03-21,1045,Product_6,12,Toys,254,270.56,26.3,No,No,35.2,1,3,2023,339,50648.29
2024-01-30,1052,Product_17,8,Electronics,37,232.48,33.3,Yes,No,1.6,1,1,2024,12,5737.37
2025-10-23,1039,Product_31,14,Home,13,481.2,24.6,No,Yes,17.7,3,10,2025,59,4716.72
2024-11-07,1053,Product_47,13,Grocery,359,354.89,34.8,No,No,9.3,3,11,2024,251,83068.39
2025-02-23,1082,Product_36,8,Electronics,309,497.86,14.5,No,No,34.9,6,2,2025,343,131532.12
2024-05-21,1043,Product_23,10,Home,194,151.05,22.0,No,No,3.5,1,5,2024,217,22856.89
2023-09-18,1036,Product_36,5,Toys,423,395.58,20.6,No,Yes,4.9,0,9,2023,437,132860.29
2022-10-27,1013,Product_58,2,Home,382,280.0,36.2,Yes,No,25.9,3,10,2022,329,68240.48
2025-07-20,1035,Product_29,6,Toys,253,307.82,6.6,Yes,No,-1.0,6,7,2025,310,72738.48
2025-04-21,1012,Product_53,9,Clothing,121,493.0,23.1,No,No,28.0,0,4,2025,151,45873.16
2022-02-07,1018,Product_47,3,Home,282,328.72,30.2,No,No,7.1,0,2,2022,344,64703.93
2024-12-09,1095,Product_18,4,Electronics,399,449.91,14.8,No,No,24.7,0,12,2024,438,152946.0
2022-05-07,1008,Product_15,1,Toys,43,364.25,34.7,Yes,Yes,34.3,5,5,2022,33,10227.78
2025-01-13,1048,Product_46,11,Home,323,68.06,14.9,No,No,22.4,0,1,2025,369,18707.86
2025-05-23,1083,Product_13,13,Grocery,446,351.21,6.9,No,No,4.6,4,5,2025,441,145831.52
2022-07-16,1095,Product_20,12,Grocery,283,244.74,23.4,No,No,-2.8,5,7,2022,221,53054.25
2023-10-13,1014,Product_14,6,Home,395,459.81,16.8,Yes,No,-3.0,4,10,2023,385,151111.96
2022-07-05,1016,Product_36,9,Electronics,160,404.38,0.6,No,Yes,-1.0,1,7,2022,185,64312.6
2024-04-30,1037,Product_18,14,Toys,119,56.55,2.8,Yes,No,21.1,1,4,2024,104,6541.03
2025-10-23,1055,Product_39,9,Grocery,453,71.29,7.8,No,No,10.7,3,10,2025,409,29775.41
2022-05-02,1095,Product_56,5,Electronics,325,39.46,30.8,Yes,Yes,5.9,0,5,2022,162,8874.55
2023-08-20,1020,Product_49,5,Grocery,485,249.16,35.7,No,No,4.9,6,8,2023,380,77701.79
2025-12-30,1016,Product_56,11,Toys,145,44.98,21.8,No,No,37.7,1,12,2025,164,5100.28
2023-03-28,1025,Product_2,7,Grocery,229,363.22,4.2,Yes,No,0.3,1,3,2023,205,79683.93
2022-07-18,1087,Product_27,12,Clothing,411,278.42,21.4,No,Yes,8.7,0,7,2022,345,89942.47
2024-01-03,1003,Product_13,13,Toys,171,418.76,34.2,No,Yes,16.2,2,1,2024,177,47118.04
2024-02-02,1038,Product_55,1,Electronics,427,143.5,30.0,No,No,-5.0,4,2,2024,405,42892.15
2024-09-21,1011,Product_43,11,Home,17,261.97,11.6,No,No,36.4,5,9,2024,29,3936.89
2023-04-16,1015,Product_19,6,Grocery,63,63.15,5.0,Yes,Yes,-0.5,6,4,2023,15,3779.53
2025-12-04,1091,Product_34,8,Home,53,442.88,36.0,No,No,25.7,3,12,2025,50,15022.49
2024-02-21,1000,Product_36,4,Electronics,183,91.63,34.2,No,No,23.3,2,2,2024,135,11033.53
2023-03-06,1032,Product_30,6,Electronics,59,55.67,2.1,No,Yes,31.4,0,3,2023,36,3215.55
2025-12-11,1091,Product_28,5,Home,216,106.5,32.9,No,No,24.3,3,12,2025,196,15435.68
2025-10-19,1060,Product_4,1,Toys,28,404.08,3.9,No,No,29.6,6,10,2025,21,10872.98
2024-01-19,1007,Product_27,11,Toys,259,57.38,2.5,Yes,No,14.0,4,1,2024,380,14489.88
2022-02-07,1046,Product_21,3,Home,93,309.14,30.3,No,No,17.0,0,2,2022,84,20038.76
2024-06-14,1097,Product_49,6,Clothing,379,374.36,21.5,No,No,26.6,4,6,2024,486,111377.72
2024-04-12,1040,Product_52,3,Electronics,375,376.79,16.6,No,No,20.6,4,4,2024,429,117841.07
2022-08-11,1052,Product_45,3,Grocery,713,99.08,36.2,No,Yes,18.0,3,8,2022,350,45070.9
2024-08-08,1053,Product_2,6,Home,717,35.5,33.6,Yes,Yes,4.3,3,8,2024,401,16901.12
2025-06-15,1066,Product_50,13,Grocery,655,227.16,2.3,Yes,Yes,6.6,6,6,2025,389,145367.63
2022-06-08,1018,Product_24,14,Clothing,402,105.23,24.6,No,No,11.1,2,6,2022,424,31896.05
2024-12-20,1083,Product_25,6,Electronics,324,351.14,30.9,No,No,-4.6,4,12,2024,282,78614.63
2022-07-30,1098,Product_56,8,Clothing,330,181.56,22.0,No,Yes,13.8,5,7,2022,315,46733.54
2025-01-28,1014,Product_52,14,Grocery,300,227.43,39.3,No,No,-4.9,1,1,2025,239,41415.0
2023-09-21,1081,Product_4,4,Electronics,364,61.18,27.4,No,No,20.4,3,9,2023,315,16167.67
2022-01-10,1081,Product_22,14,Electronics,235,285.94,4.2,No,Yes,26.7,0,1,2022,196,64373.67
2025-12-20,1074,Product_45,2,Clothing,175,96.83,7.9,Yes,Yes,20.3,5,12,2025,70,15606.58
2022-09-06,1037,Product_32,4,Grocery,631,341.1,33.0,No,No,26.2,1,9,2022,466,144206.85
2024-06-13,1046,Product_16,5,Electronics,607,40.23,39.9,No,Yes,-5.0,3,6,2024,352,14676.19
2022-09-30,1083,Product_31,1,Clothing,283,488.07,3.9,Yes,No,-2.3,4,9,2022,355,132736.98
2025-10-31,1015,Product_52,12,Electronics,244,343.84,4.0,Yes,Yes,26.4,4,10,2025,147,80541.08
2025-01-12,1082,Product_14,12,Electronics,494,94.96,30.5,Yes,No,31.1,6,1,2025,387,32602.62
2025-04-21,1092,Product_45,6,Electronics,337,11.98,2.6,Yes,No,27.3,0,4,2025,264,3932.29
2023-10-11,1068,Product_44,12,Clothing,57,170.56,2.7,No,No,24.8,2,10,2023,47,9459.43
2023-12-03,1034,Product_53,11,Toys,449,80.64,35.6,Yes,No,26.8,6,12,2023,477,23317.54
2024-08-09,1055,Product_18,12,Grocery,693,113.11,32.0,No,No,28.3,4,8,2024,495,53301.96
2025-03-23,1005,Product_13,12,Grocery,807,437.01,35.3,Yes,No,27.6,6,3,2025,436,228175.59
2025-06-24,1093,Product_33,9,Grocery,382,303.59,26.0,Yes,No,28.2,1,6,2025,242,85818.82
2022-01-27,1034,Product_32,2,Grocery,186,92.35,12.9,No,No,-1.7,3,1,2022,124,14961.25
2024-09-22,1005,Product_25,13,Home,38,280.55,36.3,Yes,Yes,-2.2,6,9,2024,15,6790.99
2022-06-13,1079,Product_46,9,Grocery,432,131.61,11.9,No,No,11.3,0,6,2022,370,50089.71
2023-03-08,1065,Product_48,13,Home,327,488.22,11.0,No,No,18.7,2,3,2023,446,142086.67
2025-05-29,1062,Product_15,14,Toys,92,21.21,35.5,Yes,No,29.3,3,5,2025,61,1258.6
2023-01-11,1005,Product_47,3,Toys,306,367.5,27.2,Yes,No,10.1,2,1,2023,345,81867.24
2025-04-10,1075,Product_14,6,Clothing,69,387.63,35.8,No,No,7.4,3,4,2025,23,17171.23
2023-11-26,1063,Product_25,3,Home,293,38.25,6.2,No,No,30.2,6,11,2023,390,10512.4
2022-12-15,1079,Product_2,1,Toys,37,90.08,38.1,No,No,6.2,3,12,2022,23,2063.1
2023-05-17,1082,Product_21,14,Home,488,195.23,24.5,No,No,31.9,2,5,2023,487,71930.54
2024-03-07,1021,Product_57,13,Grocery,112,434.74,26.7,No,No,3.0,3,3,2024,93,35690.42
2025-02-21,1021,Product_27,14,Electronics,235,270.81,36.6,No,No,11.2,4,2,2025,206,40347.98
2024-06-28,1092,Product_42,13,Electronics,308,329.38,15.2,No,No,13.0,4,6,2024,350,86028.79
2025-10-31,1053,Product_7,10,Toys,398,392.59,28.8,No,Yes,8.5,4,10,2025,424,111250.58
2025-07-25,1043,Product_38,8,Clothing,154,414.92,25.6,Yes,No,-4.8,4,7,2025,188,47539.87
2025-02-04,1028,Product_22,14,Grocery,625,240.76,31.5,No,No,5.6,1,2,2025,490,103075.38
2024-06-23,1063,Product_44,8,Grocery,16,256.85,35.9,No,No,10.2,6,6,2024,17,2634.25
2023-03-11,1075,Product_55,9,Grocery,310,360.41,27.2,No,No,9.1,5,3,2023,240,81337.33
2023-09-11,1000,Product_32,3,Toys,279,135.35,2.7,No,No,30.3,0,9,2023,494,36743.06
2022-06-28,1055,Product_7,11,Home,106,427.97,7.3,No,No,-2.9,1,6,2022,144,42053.19
2023-07-16,1099,Product_29,12,Toys,279,15.29,38.2,Yes,No,12.5,6,7,2023,271,2636.33
2025-10-21,1028,Product_8,10,Grocery,344,101.91,38.7,No,No,-3.3,1,10,2025,227,21489.97
2023-10-01,1028,Product_27,7,Clothing,181,401.1,38.7,No,No,36.9,6,10,2023,203,44503.25
2022-06-20,1087,Product_4,3,Electronics,306,173.43,1.5,No,No,30.6,0,6,2022,386,52273.54
2024-09-04,1006,Product_38,1,Toys,187,79.17,15.3,No,No,39.2,2,9,2024,264,12539.66
2025-12-14,1039,Product_19,9,Clothing,360,97.44,30.4,No,No,36.0,6,12,2025,359,24414.57
2025-07-25,1045,Product_12,10,Clothing,246,267.72,30.1,No,No,9.2,4,7,2025,264,46035.52
2023-02-16,1079,Product_2,11,Clothing,467,423.86,3.4,No,Yes,26.1,3,2,2023,498,191212.57
2023-11-12,1012,Product_53,14,Grocery,410,39.97,24.4,Yes,No,8.8,6,11,2023,240,12389.1
2024-03-07,1043,Product_50,7,Toys,221,20.09,5.7,No,No,35.0,3,3,2024,400,4186.82
2023-01-07,1015,Product_48,12,Clothing,259,235.26,19.7,No,No,13.5,5,1,2023,310,48928.67
2023-02-08,1078,Product_4,11,Home,310,478.31,9.6,No,No,11.9,2,2,2023,402,134041.59
